"","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","ICcode.TRAC","ICcodeTW","ICtypeTW","ICcodeCW","ICtypeCW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Comment","cfMS","Ver","Ver.r"
"902",11614,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","TW-NEA11","TW-NEA11",NA,NA,NA,"PT","A1 ","PTRH2",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"903",11615,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","TW-NEA11","TW-NEA11",NA,NA,NA,"PT","A1 ","PTRH3",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"904",11616,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","TW-NEA11","TW-NEA11",NA,NA,NA,"PT","A1 ","PTRH3",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,NA,NA,"Ver7e_revised","ver3 final"
"905",11617,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","TW-NEA11","TW-NEA11",NA,NA,NA,"PT","A1 ","PTRH3",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,NA,NA,"Ver7e_revised","ver3 final"
"906",11618,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","TW-NEA11","TW-NEA11",NA,NA,NA,"PT","A1 ","PTRH3",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"907",11619,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"908",11620,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"909",11621,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"910",11622,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"911",11623,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"912",11624,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"913",11625,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"914",11626,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"915",11627,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"916",11628,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"917",11629,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"918",11630,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"919",11631,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"920",11632,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"921",11633,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"922",11634,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"923",11635,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH8",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"924",11636,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH8",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"925",11637,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH8",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"926",11638,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"PT","A2","PTRH8",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"National type only (estuaries); no common type",NA,"Ver7e_revised","ver3 final"
"927",11639,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"RO","ROTT03","RO1000",NA,NA,"Total Inorganic N","Inorganic nitrogen as DIN",NA,"AA-EQS",NA,0.35,0.525,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol{N}/L",TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"928",11640,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable",NA,NA,NA,"RO","ROTT03","RO1000",NA,NA,"TP",NA,NA,"90th percentile",NA,30.974,46.461,"ÂµgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"subType",NA,NA,NA,NA,NA,"cf sumMetric","Ver7e_revised_April 2021","ver3 final"
"929",11641,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8a",NA,NA,"CW-NEA8a",NA,"SE",NA,"1n",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.33756147,0.40899564,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","27 - 0",27,0,NA,"NEA8a (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"930",11642,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"1s",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30114405,0.53505594,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20 - 0",20,0,NA,"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"931",11643,"NEA","Greater North Sea","CW","YES","NO","CW-NEA9",NA,NA,"CW-NEA9",NA,"SE",NA,"2",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.33756147,0.40899564,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","27 - 0",27,0,NA,"For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"932",11644,"NEA","Greater North Sea","CW","YES","NO","CW-NEA10",NA,NA,"CW-NEA10",NA,"SE",NA,"3",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.33756147,0.40899564,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","27 - 0",27,0,NA,"For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"933",11645,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"4",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30114405,0.53505594,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20 - 0",20,0,NA,"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"934",11646,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"5",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30954807,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"Jul-20",NA,20,NA,"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"935",11647,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"6",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30954807,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"Jul-20",NA,20,NA,"NEA8b (Plants &Plankton); For water types 1 - 6 (West coast, including …resund): due to the problem of spring blooms starting during winter, the measurement parameter is changed to the maximum mean concentration (mean of concentrations from 1 sampling occasion from 0, 5 and 10 metres depth) observed during the winter period ","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"936",11648,"BAL","Baltic Sea","CW","YES","NO","CW-BC6",NA,NA,"CW-BC6",NA,"SE",NA,"7",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28293534,1.04349915,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","7 - 0",7,0,NA,"BC6 (Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"937",11649,"BAL","Baltic Sea","CW","YES","NO","CW-BC6",NA,NA,"CW-BC6",NA,"SE",NA,"8",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28293534,0.90623349,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","7 - 0",7,0,NA,"BC6 (Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"938",11650,"BAL","Baltic Sea","CW","YES","NO","CW-BC6",NA,NA,"CW-BC6",NA,"SE",NA,"9",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28293534,0.90623349,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","7 - 0",7,0,NA,"BC6 (Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"939",11651,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"10",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.280134,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"0 - 7",0,7,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"940",11652,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"11",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.280134,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"0 - 7",0,7,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"941",11653,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"12s",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28713735,0.74795778,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"942",11654,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"12n",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.280134,0.57147336,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"943",11655,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"13",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28713735,0.74795778,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"944",11656,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9",NA,"SE",NA,"14",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28713735,0.74795778,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"BC9 (Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"945",11657,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"15",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.280134,0.57147336,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"946",11658,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"16",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.29694204,0.48323115,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","5 - 0",5,0,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"947",11659,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"17",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.29694204,0.48323115,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","5 - 0",5,0,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"948",11660,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"18",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.29974338,0.30254472,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","0 - 5",0,5,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"949",11661,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"19",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.29974338,0.30254472,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","0 - 5",0,5,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"950",11662,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"20",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30394539,0.31795209,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","5 - 0",5,0,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"951",11663,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"21",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30394539,0.31795209,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","5 - 0",5,0,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"952",11664,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"22",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.29694204,0.32635611,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","3 - 0",3,0,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"953",11665,"BAL","Baltic Sea","CW","YES","NO","CW-BC1",NA,NA,"CW-BC1",NA,"SE",NA,"23",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.29694204,0.32635611,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","3 - 0",3,0,NA,"BC1(Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"954",11666,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8a",NA,NA,"CW-NEA8a",NA,"SE",NA,"1n",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.17788509,0.25352127,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","27 - 0",27,0,NA,"NEA8a (Plants &Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"955",11667,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"1s",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.21850452,0.39078693,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20 - 0",20,0,NA,"NEA8b (Plants &Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"956",11668,"NEA","Greater North Sea","CW","YES","NO","CW-NEA9",NA,NA,"CW-NEA9",NA,"SE",NA,"2",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.17788509,0.25352127,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","27 - 0",27,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"957",11669,"NEA","Greater North Sea","CW","YES","NO","CW-NEA10",NA,NA,"CW-NEA10",NA,"SE",NA,"3",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.17788509,0.25352127,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","27 - 0",27,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"958",11670,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"4",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.21850452,0.39078693,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20 - 0",20,0,NA,"NEA8b (Plants &Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"959",11671,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"5",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.21850452,0.27733266,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20-Jul",20,NA,NA,"NEA8b (Plants &Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"960",11672,"NEA","Greater North Sea","CW","YES","NO","CW-NEA8b",NA,NA,"CW-NEA8b",NA,"SE",NA,"6",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.21850452,0.27733266,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20-Jul",20,NA,NA,"NEA8b (Plants &Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"961",11673,"BAL","Baltic Sea","CW","YES","NO","CW-BC6",NA,NA,"CW-BC6",NA,"SE",NA,"7",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.20169648,0.27172998,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","0 - 7",0,7,NA,"BC6 (Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"962",11674,"BAL","Baltic Sea","CW","YES","NO","CW-BC6",NA,NA,"CW-BC6",NA,"SE",NA,"8",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.27172998,0.61349346,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","7 - 0",7,0,NA,"BC6 (Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"963",11675,"BAL","Baltic Sea","CW","YES","NO","CW-BC6",NA,NA,"CW-BC6",NA,"SE",NA,"9",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.27172998,0.61349346,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","7 - 0",7,0,NA,"BC6 (Benthos)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
"964",11676,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"10",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.2661273,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"0 - 7",0,7,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"965",11677,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"11",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.2661273,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"0 - 7",0,7,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"966",11678,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"12s",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.27032931,0.56867202,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"967",11679,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"12n",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.26892864,0.42860502,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"968",11680,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"SE",NA,"13",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.27032931,0.56867202,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,NA,"salinity range value correspondence trend","Ver7e_revised","ver3 final"
"969",11681,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9",NA,"SE",NA,"14",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.27032931,0.56867202,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"BC9 (Plankton)","salinity range value correspondence trend","Ver7e_revised","ver3 final"
