uniqueID;Source;Category;Country;physChemText;Measurement Type;Period;Method ;National type code;GM_Meth;c.a.;factor;ValueStd.old;ValueUpStd.old;unit_used;GIG
513;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWV;;Nitrate as Nmgl-1;1;0.27;;mgN/L;BAL
514;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWV;;Nitrate as Nmgl-1;1;0.15;;mgN/L;BAL
515;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWI;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
516;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWI;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
517;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWII;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
518;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWIV;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
519;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWII;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
520;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWV;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
521;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWV;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
522;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWV;;Nitrate as Nmgl-1;1;;;mgN/L;BAL
523;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWI;;Nitrate as Nmgl-1;1;0.3;;mgN/L;BAL
524;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWI;;Nitrate as Nmgl-1;1;0.9;;mgN/L;BAL
525;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;Annual;;TWII;;Nitrate as Nmgl-1;1;0.011;;mgN/L;BAL
526;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWIV;;TPµgl-1;1;35;;µgP/L;BAL
527;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWII;;TPµgl-1;1;35;;µgP/L;BAL
528;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWV;;TPµgl-1;1;45;;µgP/L;BAL
529;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWV;;TPµgl-1;1;45;;µgP/L;BAL
530;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWV;;TPµgl-1;1;32;;µgP/L;BAL
531;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWI;;TPµgl-1;1;;;µgP/L;BAL
532;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWI;;TPµgl-1;1;;;µgP/L;BAL
533;ECOSTAT questionnaries;TW;PL;TP;mean;June-september;;TWII;;TPµgl-1;1;;;µgP/L;BAL
534;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWIV;;TPµgl-1;1;;;µgP/L;BAL
535;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWII;;TPµgl-1;1;;;µgP/L;BAL
536;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWV;;TPµgl-1;1;;;µgP/L;BAL
537;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWV;;TPµgl-1;1;;;µgP/L;BAL
538;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWV;;TPµgl-1;1;;;µgP/L;BAL
539;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWI;;TPµgl-1;1;120;;µgP/L;BAL
540;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWI;;TPµgl-1;1;150;;µgP/L;BAL
541;ECOSTAT questionnaries;TW;PL;TP;mean;Annual;;TWII;;TPµgl-1;1;30;;µgP/L;BAL
542;WFD reporting;TW;PL;Secchi disk depth;mean;Annual;;TWI;;Secchi disk depthmgl-1;1;1;;m;BAL
543;WFD reporting;TW;PL;Dissolved oxygen;Minimum;Summer;;TWI;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
544;WFD reporting;TW;PL;Nitrate as N;mean;Annual;;TWI;;Nitrate as Nmgl-1;1;0.3;;mgN/L;BAL
545;WFD reporting;TW;PL;TN;mean;Annual;;TWI;;TNmgl-1;1;0.98;;mgN/L;BAL
546;WFD reporting;TW;PL;TP;mean;Annual;;TWI;;TPµgl-1;1;120;;µgP/L;BAL
547;WFD reporting;TW;PL;Total Inorganic N;mean;Annual;;TWI;;Total Inorganic Nmgl-1;1;0.38;;mgN/L;BAL
548;WFD reporting;TW;PL;Secchi disk depth;mean;Annual;;TWI;;Secchi disk depthm;1;1.1;;m;BAL
549;WFD reporting;TW;PL;Dissolved oxygen;Minimum;Summer;;TWI;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
550;WFD reporting;TW;PL;Nitrate as N;mean;Annual;;TWI;;Nitrate as Nmgl-1;1;0.9;;mgN/L;BAL
551;WFD reporting;TW;PL;TN;mean;Annual;;TWI;;TNmgl-1;1;1.9;;mgN/L;BAL
552;WFD reporting;TW;PL;TP;mean;Annual;;TWI;;TPµgl-1;1;150;;µgP/L;BAL
553;WFD reporting;TW;PL;Total Inorganic N;mean;Annual;;TWI;;Total Inorganic Nmgl-1;1;1.05;;mgN/L;BAL
554;WFD reporting;TW;PL;Secchi disk depth;mean;Annual;;TWII;;Secchi disk depthm;1;1.5;;m;BAL
555;WFD reporting;TW;PL;Dissolved oxygen;Minimum;Summer;;TWII;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
556;WFD reporting;TW;PL;Nitrate as N;mean;Annual;;TWII;;Nitrate as Nmgl-1;1;0.011;;mgN/L;BAL
557;WFD reporting;TW;PL;TN;mean;Annual;;TWII;;TNmgl-1;1;0.3;;mgN/L;BAL
558;WFD reporting;TW;PL;TP;mean;Annual;;TWII;;TPµgl-1;1;30;;µgP/L;BAL
559;WFD reporting;TW;PL;Total Inorganic N;mean;Annual;;TWII;;Total Inorganic Nmgl-1;1;0.026;;mgN/L;BAL
560;WFD reporting;TW;PL;Secchi disk depth;mean;Annual;;TWIV;;Secchi disk depthm;1;3.6;;m;BAL
561;WFD reporting;TW;PL;Dissolved oxygen;Minimum;Summer;;TWIV;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
562;WFD reporting;TW;PL;Nitrate as N;mean;Annual;;TWIV;;Nitrate as Nmgl-1;1;0.12;;mgN/L;BAL
563;WFD reporting;TW;PL;TN;mean;Annual;;TWIV;;TNmgl-1;1;0.4;;mgN/L;BAL
564;WFD reporting;TW;PL;TP;mean;Annual;;TWIV;;TPµgl-1;1;35;;µgP/L;BAL
565;WFD reporting;TW;PL;Total Inorganic N;mean;Annual;;TWIV;;Total Inorganic Nmgl-1;1;0.15;;mgN/L;BAL
566;WFD reporting;TW;PL;Secchi disk depth;mean;Annual;;TWV;;Secchi disk depthm;1;2.8;;m;BAL
567;WFD reporting;TW;PL;Dissolved oxygen;Minimum;Summer;;TWV;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
568;WFD reporting;TW;PL;Nitrate as N;mean;Annual;;TWV;;Nitrate as Nmgl-1;1;0.17;;mgN/L;BAL
569;WFD reporting;TW;PL;TN;mean;Annual;;TWV;;TNmgl-1;1;0.4;;mgN/L;BAL
570;WFD reporting;TW;PL;TP;mean;Annual;;TWV;;TPµgl-1;1;45;;µgP/L;BAL
571;WFD reporting;TW;PL;Total Inorganic N;mean;Annual;;TWV;;Total Inorganic Nmgl-1;1;0.225;;mgN/L;BAL
572;ECOSTAT questionnaries;CW;PL;TN;mean;June-september;;CWI;;TNmgl-1;1;0.4;;mgN/L;BAL
573;ECOSTAT questionnaries;CW;PL;TN;mean;June-september;;CWIII;;TNmgl-1;1;0.4;;mgN/L;BAL
574;ECOSTAT questionnaries;CW;PL;TN;mean;June-september;;CWII;;TNmgl-1;1;0.3;;mgN/L;BAL
575;ECOSTAT questionnaries;CW;PL;Total Inorganic N;mean;winter;;CWI;;Total Inorganic Nmgl-1;1;0.15;;mgN/L;BAL
576;ECOSTAT questionnaries;CW;PL;Total Inorganic N;mean;winter;;CWIII;;Total Inorganic Nmgl-1;1;0.23;;mgN/L;BAL
577;ECOSTAT questionnaries;CW;PL;Total Inorganic N;mean;winter;;CWII;;Total Inorganic Nmgl-1;1;0.1;;mgN/L;BAL
578;ECOSTAT questionnaries;CW;PL;Nitrate as N;mean;winter;;CWI;;Nitrate as Nmgl-1;1;0.12;;mgN/L;BAL
579;ECOSTAT questionnaries;CW;PL;Nitrate as N;mean;winter;;CWIII;;Nitrate as Nmgl-1;1;0.15;;mgN/L;BAL
580;ECOSTAT questionnaries;CW;PL;Nitrate as N;mean;winter;;CWII;;Nitrate as Nmgl-1;1;0.08;;mgN/L;BAL
581;ECOSTAT questionnaries;CW;PL;TP;mean;June-september;;CWI;;TPµgl-1;1;33;;µgP/L;BAL
582;ECOSTAT questionnaries;CW;PL;TP;mean;June-september;;CWIII;;TPµgl-1;1;38;;µgP/L;BAL
583;ECOSTAT questionnaries;CW;PL;TP;mean;June-september;;CWII;;TPµgl-1;1;30;;µgP/L;BAL
584;WFD reporting;CW;PL;Dissolved oxygen;mean;Annual;;CWI;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
585;WFD reporting;CW;PL;Dissolved oxygen;mean;Annual;;CWII;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
586;WFD reporting;CW;PL;Dissolved oxygen;mean;Annual;;CWIII;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
587;WFD reporting;CW;PL;Dissolved oxygen;mean;Annual;;CWIII;;Dissolved oxygenmgl-1;1;4.2;;mg/L;BAL
588;WFD reporting;CW;PL;Nitrate as N;mean;winter ;;CWII;;Nitrate as Nmgl-1;1;0.08;;mgN/L;BAL
589;WFD reporting;CW;PL;Nitrate as N;mean;winter ;;CWI;;Nitrate as Nmgl-1;1;0.12;;mgN/L;BAL
590;WFD reporting;CW;PL;Nitrate as N;mean;winter ;;CWIII;;Nitrate as Nmgl-1;1;0.08;;mgN/L;BAL
591;WFD reporting;CW;PL;Nitrate as N;mean;winter ;;CWIII;;Nitrate as Nmgl-1;1;0.15;;mgN/L;BAL
592;WFD reporting;CW;PL;Secchi disk depth;mean;summer;;CWII;;Secchi disk depthm;1;5.6;;m;BAL
593;WFD reporting;CW;PL;Secchi disk depth;mean;summer;;CWI;;Secchi disk depthm;1;3.5;;m;BAL
594;WFD reporting;CW;PL;Secchi disk depth;mean;summer;;CWIII;;Secchi disk depthm;1;5.6;;m;BAL
595;WFD reporting;CW;PL;Secchi disk depth;mean;summer;;CWIII;;Secchi disk depthm;1;3.8;;m;BAL
596;WFD reporting;CW;PL;Total Inorganic N;mean;summer;;CWII;;Total Inorganic Nmgl-1;1;0.1;;mgN/L;BAL
597;WFD reporting;CW;PL;Total Inorganic N;mean;summer;;CWI;;Total Inorganic Nmgl-1;1;0.15;;mgN/L;BAL
598;WFD reporting;CW;PL;Total Inorganic N;mean;summer;;CWIII;;Total Inorganic Nmgl-1;1;0.1;;mgN/L;BAL
599;WFD reporting;CW;PL;Total Inorganic N;mean;summer;;CWIII;;Total Inorganic Nmgl-1;1;0.23;;mgN/L;BAL
600;WFD reporting;CW;PL;TP;mean;summer;;CWII;;TPµgl-1;1;30;;µgP/L;BAL
601;WFD reporting;CW;PL;TP;mean;summer;;CWI;;TPµgl-1;1;33;;µgP/L;BAL
602;WFD reporting;CW;PL;TP;mean;summer;;CWIII;;TPµgl-1;1;30;;µgP/L;BAL
603;WFD reporting;CW;PL;TP;mean;summer;;CWIII;;TPµgl-1;1;38;;µgP/L;BAL
604;WFD reporting;CW;PT;Secchi disk depth;95th percentile;Annual;;A-T-P/P;;Secchi disk depthm;1;35;;m;NEA
605;WFD reporting;CW;PT;TP;95th percentile;Annual;;A-T-P/P;;TPµgl-1;1;70;;µgP/L;NEA
606;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
607;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
608;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
609;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
610;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
611;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
612;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
613;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
614;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
615;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
616;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
617;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A1 ;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
618;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
619;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
620;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
621;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
622;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
623;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
624;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
625;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
626;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
627;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
628;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
629;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
630;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
631;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
632;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
633;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
634;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.3;;mgN/L;NEA
635;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
636;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;0.5;;mgN/L;NEA
637;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A2;;Nitrate as Nmgl-1;1;1;;mgN/L;NEA
638;WFD reporting;CW;PT;Nitrate as N;95th percentile;Annual;;A-T-P/P;;Nitrate as Nmgl-1;1;0.451612904;;mgN/L;NEA
639;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
640;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
641;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
642;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
643;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
644;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
645;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;All;;Nitrate as Nmgl-1;1;0.13;0.7;mgN/L;NEA
646;WFD reporting;CW;PT;Secchi disk depth;95th percentile;Annual;;A-T-P/P;;Secchi disk depthm;1;35;;m;NEA
647;WFD reporting;CW;PT;TP;95th percentile;Annual;;A-T-P/P;;TPµgl-1;1;70;;µgP/L;NEA
648;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A5;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
649;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A6;;Nitrate as Nmgl-1;1;0.13;;mgN/L;NEA
650;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A3;;Nitrate as Nmgl-1;1;0.7;;mgN/L;NEA
651;WFD reporting;CW;PT;Nitrate as N;90th percentile;Annual;;A3;;Nitrate as Nmgl-1;1;0.6;;mgN/L;NEA
652;ECOSTAT questionnaries;CW;SI;Nitrate as N;Maximum;Annual;;CW M1;;Nitrate as Nmgl-1;1;0.035;;mgN/L;MED
653;ECOSTAT questionnaries;CW;SI;Nitrate as N;Maximum;Annual;;CWM3;;Nitrate as Nmgl-1;1;0.035;;mgN/L;MED
654;ECOSTAT questionnaries;CW;SI;TP;mean;Annual;;CW M1;;TPµgl-1;1;13;;µgP/L;MED
655;ECOSTAT questionnaries;CW;SI;TP;mean;Annual;;CWM3;;TPµgl-1;1;13;;µgP/L;MED
656;WFD reporting;CW;SI;TP;mean;Annual;;All;;TPµgl-1;1;13;;µgP/L;MED
657;WFD reporting;CW;SI;Nitrate as N;mean;Annual;;All;;Nitrate as Nmgl-1;1;0.035;;mgN/L;MED
658;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW1;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
659;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW2;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
660;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW3;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
661;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW4;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
662;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW5;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
663;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW6;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
664;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW7;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
665;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW8;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
666;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW11;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
667;ECOSTAT questionnaries;CW;UK;Total Inorganic N;mean;winter;;CW12;;Total Inorganic Nmgl-1;1;0.252;;mgN/L;NEA
668;ECOSTAT questionnaries;TW;UK;Total Inorganic N;mean;winter;;TW1 ;;Total Inorganic Nmgl-1;1;0.42;;mgN/L;NEA
669;ECOSTAT questionnaries;TW;UK;Total Inorganic N;mean;winter;;TW2;;Total Inorganic Nmgl-1;1;0.42;;mgN/L;NEA
670;ECOSTAT questionnaries;TW;UK;Total Inorganic N;mean;winter;;TW3;;Total Inorganic Nmgl-1;1;0.42;;mgN/L;NEA
671;ECOSTAT questionnaries;TW;UK;Total Inorganic N;mean;winter;;TW4;;Total Inorganic Nmgl-1;1;0.42;;mgN/L;NEA
672;ECOSTAT questionnaries;TW;UK;Total Inorganic N;mean;winter;;TW5;;Total Inorganic Nmgl-1;1;0.42;;mgN/L;NEA
673;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
674;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4.16;4.86;mg/L;NEA
675;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4.16;4.86;mg/L;NEA
676;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
677;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
678;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
679;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
680;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
681;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
682;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
683;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
684;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
685;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
686;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
687;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
688;WFD reporting;TW;UK;Total Inorganic N;Regression;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
689;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
690;WFD reporting;TW;UK;Total Inorganic N;Regression;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
691;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
692;WFD reporting;TW;UK;Total Inorganic N;Regression;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
693;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
694;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
695;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
696;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
697;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
698;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
699;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
700;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
701;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
702;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
703;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
704;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
705;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
706;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
707;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
708;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
709;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
710;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
711;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
712;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
713;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
714;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
715;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
716;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
