"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"788","inapplicable",375,9038,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVLUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.196,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"789","inapplicable",1064,11776,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"10",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",11.46082818,NA,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",FALSE,NA,"0 - 7",0,7,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"790","inapplicable",1065,11777,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"11",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",9.29256339,NA,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",FALSE,NA,"0 - 7",0,7,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"791","inapplicable",1066,11778,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"12s",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",11.77058029,15.79735776,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"792","inapplicable",1067,11779,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"12n",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",10.53157184,11.46082818,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","0 - 6",0,6,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"793","inapplicable",1068,11780,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"13",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",11.77058029,15.79735776,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"794","inapplicable",826,11538,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"795","inapplicable",1070,11782,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"15",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",10.53157184,11.46082818,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","0 - 6",0,6,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"796","inapplicable",989,11701,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"10",NA,NA,"Total Inorganic N","DIN",NA,"winter","mean (DJF)",0.0420201,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"0 - 7",0,7,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"797","inapplicable",990,11702,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"11",NA,NA,"Total Inorganic N","DIN",NA,"winter","mean (DJF)",0.03921876,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",FALSE,NA,"0 - 7",0,7,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"798","inapplicable",991,11703,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"12s",NA,NA,"Total Inorganic N","DIN",NA,"winter","mean (DJF)",0.0420201,0.35296884,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"799","inapplicable",911,11623,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"800","inapplicable",589,11298,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AC-T13","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.086,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"801","inapplicable",590,11299,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AC-T13","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,20.139,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"802","inapplicable",591,11300,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AC-T19","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.026,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"803","inapplicable",592,11301,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AC-T19","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.014,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"804","inapplicable",1079,11791,"NEA","Greater North Sea","TW","NO","YES","SE",NA,"25",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30114405,0.53505594,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20 - 0",20,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"805","inapplicable",352,8720,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVDUBA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer",NA,3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"806","inapplicable",353,8721,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVDUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.196,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"807","inapplicable",354,8722,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVDUBA",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,27.878,NA,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"808","inapplicable",1083,11795,"NEA","Greater North Sea","TW","NO","YES","SE",NA,"25",NA,NA,"TP",NA,NA,"summer","mean (JJA)",13.93819245,17.65504377,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","0 - 20",0,20,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"809","inapplicable",720,11432,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","PT","A3","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,500,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"810","inapplicable",721,11433,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","PT","A3","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"811","inapplicable",722,11434,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",NA,NA,"% oxygen saturation","Bottom Dissolved oxygen","Yes","AA-EQS",NA,60,80,"PC02",NA,TRUE,"High low",NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"812","inapplicable",359,8946,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVGUBA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer",NA,3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"813","inapplicable",724,11436,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",NA,NA,"Total Inorganic N","Inorganic nitrogen as DIN","Yes","AA-EQS",NA,0.126,0.189,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol{N}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"814","inapplicable",361,8948,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVGUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.196,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"815","inapplicable",726,11438,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",NA,NA,"TP","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,21.682,30.974,"ÂµgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"816","inapplicable",888,11600,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"817","inapplicable",605,11314,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T21","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,23.547,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"818","inapplicable",606,11315,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T21","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,11.774,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"819","inapplicable",607,11316,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T22","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.014,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"820","inapplicable",892,11604,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"821","inapplicable",772,11484,"MED","Western Mediterranean Sea","TW","NO","YES","ES","AT-T15","ALL",NA,NA,"TP",NA,NA,"AA-EQS",NA,1000,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"822","inapplicable",894,11606,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,1,NA,"mgN/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"823","inapplicable",410,10546,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N1",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,31,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"824","inapplicable",1017,11729,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"12n",NA,NA,"TP",NA,NA,"winter","mean (DJF)",18.5842566,30.35428578,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"825","inapplicable",412,10548,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N1",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N","DIN","Yes","winter","WinterA-EQS = Winter average from 1.11. to 28.02.",0.26,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"826","inapplicable",1099,11811,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B2",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",2.99,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"827","inapplicable",414,10561,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B1",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,0.53,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"828","inapplicable",1101,11813,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B4",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",4.65,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"829","inapplicable",1104,11816,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B2",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",7.2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"830","inapplicable",1103,11815,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B2",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",6.1,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"831","inapplicable",1105,11817,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B3",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",6.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"832","inapplicable",823,11535,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"833","inapplicable",1107,11819,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B1",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",1.42,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"834","inapplicable",421,10589,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B4",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,15.5,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"835","inapplicable",759,11471,"NEA","Greater North Sea","TW","NO","YES","DE","all RBD","T1",NA,NA,"TP",NA,"Yes","AA-EQS",NA,45,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"836","inapplicable",827,11539,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Ammonium N",NA,NA,"AA-EQS",NA,0.047,NA,"mgN/L","We standardised your Value using a factor of 0.777777778 to convert from units of   mg{NH4}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"837","inapplicable",761,11473,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T12","ALL",NA,NA,"Ammonium N",NA,NA,"AA-EQS",NA,0.225,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"838","inapplicable",910,11622,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"839","inapplicable",1111,11823,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B3",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",4.07,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"840","inapplicable",993,11705,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"13",NA,NA,"Total Inorganic N","DIN",NA,"winter","mean (DJF)",0.0420201,0.35296884,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"841","inapplicable",1115,11827,"BAL","Baltic Sea","CW","YES","NO","DE","Baltic RBD","B2",NA,NA,"Dissolved oxygen",NA,"Yes","AA-EQS",NA,4,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency annual","inapplicable"
"842","inapplicable",1117,11829,"BAL","Baltic Sea","CW","YES","NO","DE","Baltic RBD","B3",NA,NA,"Dissolved oxygen",NA,"Yes","AA-EQS",NA,4,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency annual","inapplicable"
"843","inapplicable",915,11627,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"844","inapplicable",1119,11831,"BAL","Baltic Sea","CW","YES","NO","DE","Baltic RBD","B4",NA,NA,"Dissolved oxygen",NA,"Yes","AA-EQS",NA,4,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency annual","inapplicable"
"845","inapplicable",392,9388,"NEA","Greater North Sea","TW","NO","YES","FR","All","FRA",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","10th percentile",NA,3,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"846","inapplicable",1121,11833,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B3",NA,NA,"TN",NA,"Yes","AA-EQS",NA,0.27,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency annual","inapplicable"
"847","inapplicable",758,11470,"NEA","Greater North Sea","TW","NO","YES","DE","all RBD","T3",NA,NA,"Total Inorganic N","DIN","Yes","winter","WinterA-EQS =mean of winter monitoring values in the periode from 1.11. to 28.2.",0.8,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"848","inapplicable",609,11318,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T23","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.014,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"849","inapplicable",396,9436,"NEA","Greater North Sea","TW","NO","YES","FR","All","FRG",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","10th percentile",NA,3,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"850","inapplicable",611,11320,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T24","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.014,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"851","inapplicable",762,11474,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T12","ALL",NA,NA,"Nitrite as N",NA,NA,"AA-EQS",NA,0.055,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"852","inapplicable",884,11596,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"853","inapplicable",764,11476,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T12","ALL",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,0.036,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"854","inapplicable",765,11477,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T13","ALL",NA,NA,"Ammonium N",NA,NA,"AA-EQS",NA,0.116,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"855","inapplicable",766,11478,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T13","ALL",NA,NA,"Nitrite as N",NA,NA,"AA-EQS",NA,0.033,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"856","inapplicable",928,11640,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",NA,NA,"TP",NA,"Yes","90th percentile",NA,30.974,46.461,"ÂµgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","quantile annual","inapplicable"
"857","inapplicable",1089,11801,"BAL","Baltic Sea","TW","NO","YES","SE",NA,"24",NA,NA,"TP",NA,NA,"summer","mean (JJA)",12.69924201,21.06215748,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"858","inapplicable",1090,11802,"BAL","Baltic Sea","TW","NO","YES","SE",NA,"24",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",10.53157184,11.46082818,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","0 - 6",0,6,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"859","inapplicable",890,11602,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,1,NA,"mgN/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"860","inapplicable",608,11317,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T22","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,12.393,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"861","inapplicable",825,11537,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"862","inapplicable",610,11319,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T23","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,12.393,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"863","inapplicable",921,11633,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"864","inapplicable",612,11321,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T24","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,12.393,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"865","inapplicable",1098,11810,"BAL","Baltic Sea","CW","YES","NO","DE","all RBD","B2",NA,NA,"Secchi disk depth",NA,"Yes","growth season mean","seasonal mean May to September",1.26,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"866","inapplicable",1018,11730,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"13",NA,NA,"TP",NA,NA,"winter","mean (DJF)",18.89399421,48.93854238,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"867","inapplicable",912,11624,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"868","inapplicable",1020,11732,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"15",NA,NA,"TP",NA,NA,"winter","mean (DJF)",18.5842566,30.35428578,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
